sentimento,comentarios
positive,entrega bemmm antes prazo produto entregue conforme anuncio volto comprar certeza
positive,toppp
positive,produto excelente entrega antes previsto
positive,vamos continuar comprando
negative,comprei simples pendente meia lua site lannister vendido loja targaryen março hoje abril produto não entregue não recomendo compra produtos desta loja
positive,ainda não usei produto assim não avaliar
positive,havia pedido duas unidades chegaram dias diferentes achei q nao viria outra mas hoje chegou td certo obrigada
neutral,gostei produto lindo porem medidas certas ficaram bastantes justas cadeiras
negative,ainda não recebi produto venceu prazo entrega
positive,tudo perfeito adorei
positive,rapido dentro esperado
negative,produto chegou incompleto faltou produto whaite chateada
positive,porém pedido veio avaria
positive,adorei peças exatamente foto mas veio faltando parafusos buchas comprar
neutral,loja bacana compro muitos produtos nela mereceria brinde
positive,primeira vez comprei site satisfeito
positive,recebi antes prazo gostei produto recomendo
negative,comprei dois pentes memória enviaram apenas aguardando prazo resposta sobre problema palhaçada não recomendo loja qualidade responsabilidade tudo
neutral,pendrive nao funcionando computador
negative,nao gostei motivo demora entrega busca correio
positive,produto idêntico anunciado
positive,todas compras nunca problemas
positive,produto entregue problemas
positive,prato boa qualidade mas bem pequeno recomendo apenas bebês
positive,produto corresponde anunciado
positive,primeira comprar gostei vou continuar comprando obrigado
negative,comprei dois adesivos recebi mas podemos resolver fico aguardo
neutral,pensei cinta larga estreita cargas pesadas
positive,super recomendo produto ótimo entregue antes prazo
neutral,produto bom recomendo
positive,demorou pouco mas dentro prazo
neutral,veio errada vez veio
positive,bom
negative,desde comprei vinha tentando cancelar mas agora ja recebi vou ficar produto stark targaryen pessimo atendimento nao possuem sac
positive,boa noite ainda não recebi produto
positive,amei produto ñ der problema
negative,dias após efetuar compra gerar boleto pagar recebo mail cancelando compra falta produto estorno valor obrigaram ir agência bancaria retirar valor
positive,recebi antes prazo produto excelente
positive,produtos ótima qualidade sempre posso compro durabilidade textura maravilhosa simplesmente perfeitas
neutral,recebi anilhas faltou apenas kg
positive,todos quesitos
negative,não gostei produto fraco não valeu pena tira produto embalagem outro dia não cheiro
positive,compro sempre satisfeita vc obrigada
positive,capa escorrega sofá
positive,otima loja
negative,não gostei entrega demorando empresa demora entregar mercadoria
negative,produto veio riscado amassado sendo embalagem perfeito estado fiz reclamação aguardando contato troca produto feito rápido possível
positive,atendimento boa qualidade
positive,comprei dois prudutos achei caro frete recebi entendi motivo cada produto veio caixa separada tamanho caberia uns produtos unica caixa
positive,amei luminária linda enorme apaixonada
negative,bem comprei produto custava reais melhor cartao g mandarão pior reais vinha cartão g resumindo safados
negative,cadê produto
positive,compra chegou parcialmente capinhas celulares nao vieram junto restante pedido aguardando ver estao vindo separadamente
positive,ótima loja fazer compra comprei varias vezes sempre chega produtos ótima qualidade prazo certo antes super recomendo
positive,entregou super rápido
negative,produto veio parte defeito trata mdf lado tampa veio quebrada
positive,recebi antes prazo cortina linda exatamente igual descrição tamanho especificações ótimo custo beneficio super recomendo
positive,chegou data combinada nota recomendo
positive,gosto comprar sait produtos sempre entregue ate antes prazo entrega
neutral,prazo entrega longo
positive,recomendo compra desse produto meia segunda pele
positive,satisfeita entrega pois chegou bem antes prazo estipulado
negative,comprei três produtos poderiam enviados dentro pacote assim talvez poderia economizar frete achei absurdo pagar frete quase metade valor si
negative,acho incompetência extrema colocar vender produto disponibilidade ato compra jogar indisponibilidade logo ver produto vendido preço baixo
positive,ainda não apliquei produto mas parece ótima qualidade
positive,bom recebi tudo certinho jeito pedi
positive,entregaram antes prazo porém recebemos caixa aberta
negative,produto n entregue consta q recebi
positive,confiavel
positive,excelente vendedor produto chegou bem antes previsto
negative,produto nao chegou
positive,melhor loja comprar chega antes prazo produtos qualidade loja acelente espero sempre comprando recebendo sempre qualidade todos produtos agora vô espera
negative,entregue capa zíper comprei capa envelope consta listagem pedidos gostaria saber resolvido problema
neutral,tdo certo
positive,entrega rapidíssima comprado dia seguinte disponível show
positive,parceiro bom vale pena comprar loja
negative,não consigo abrir rastreamento consta entregue quero produto quero urgente posição sobre
positive,boa tarde venho fazer solicitação troca produto motivo falha costura
positive,adorei
negative,bom recebi suporte mas ventosa pra colocar vidro comprei pro encosto banco porém não interesse troca ja comprei outro obrigada
positive,descrição produto confuso segue detalhamento aíses europeus controle ipod traseiro pode carregar ipod iphone rca câmera visão traseira entrada relógio tempo re
positive,boa qualidade comparativo valor produto entrega rapida produto igual foto gostei recomendo vou comprar satisfeita
positive,chegou antes prazo ótimo produto recomendo
negative,ainda não recebi produto nem responderam pergunta
positive,chegou antes data prevista parabéns
negative,realizei compra hoje não recebi produto
positive,produto excelente facil uso recomendo
positive,produto excelente qualidade superou expectativas
negative,recebi unidade sendo comprei duas unidades
positive,perfeito
negative,pedido não entregue porém recebi mail informando entregue quero pedido
neutral,legal
positive,sempre faco compras recebo direitinho produtos
negative,produto não funciona
neutral,loja cumpriu parte porem produto não fi entregue correios fiquei insatisfeita
positive,lg d lindo pena não android completonho
neutral,película celular não veio queria
positive,entrega prazo loja honesta
negative,após produto faturado loja enviou mail não poderia entregar falta estoque buscar compra internet loja disponibiliza produto venda preço superior
positive,entrega antes prazo produto primeira excelente cores perfeitas iguais comprei enfim tornei cliente comprarei vezes obs frete poderia grátis fica dica
positive,produto esperava
positive,bom produto recomendo qualquer pessoa comprar
positive,produto chegou antes prazo bem embalado
negative,data limite entrega dia agora dia não entregue consulta site correios consta mercadoria dificuldade entrega aguardo solução
positive,mto bom chegou antes prazo
negative,mandaram produto medida menor anunciado solicitei troca
negative,momento produto não chegou prazo entrega
positive,produto entregue prazo recomendo qualquer compra loja
negative,não entrega produtos correios
positive,td bom
positive,gostei
positive,loja preferida
positive,produto perfeito estado entrega rapida
positive,chegou antes prazo ainda n usei produto mas chegou td certinho
positive,produto bonito possui detalhes tecido mas não parece resistente
positive,chegou antes data excelente produto
neutral,efetuei compra relógio cássio acordo descrição produto foto porem relógio chegou completamente diferente efetuei compra achei falta respeito comigo
