sentimento,comentarios
negative,comprei uma elevação de acento com forro no assento e nos braços vocês entregaram sem o forro
positive,linda cortina
positive,era o esperado
positive,muito grande muito bom
negative,entrei em contato com o vendedor rpgrupo que prometeu a substituição como o prazo para avaliação pelas lannister termina amanhã estou registrando o problema ocorrido e a pendência de solução
positive,produto muito bom exatamente o demonstrado no site
positive,bom produto funciona legal
positive,produto chegou bem antes do prazo estimado a lancheira é linda estou muito satisfeita com a compra
positive,o produto foi entregue rápido do jeito que eu escolhi muito bom o site
negative,no anuncio um aparelho original tcl o que eu recebi é sky funciona mas não é o que estava no anuncio
positive,produto entregue antes da data prevista produto correto recomendo
positive,só achei desleixada a maneira que o produto foi embalado
neutral,os produtos vieram conforme o pedido
negative,empresa não é pontual na entrega
negative,cor divergente pedi azul turquesa e veio verde produto mal feito rústico demais
negative,só recebi a cortina o rolo nao recebi e consta como se tivesse entregado os
positive,produto excelente e chegou antes do prazo
negative,escolhi as taças com caveira mexicana foram entregues as de pôquer
positive,muito bom produto
positive,amei produto de qualidade e chegou antes do prazo previsto recomendo a quem quiser superou as expectativas
positive,produto foi entregue no prazo mas no status colocaram que o produto já tinha sido entregue e não tinha sido mas graças a deus deu certo entregaram no prazo obrigado
positive,sou cliente da stark muito boa a loja
negative,no anuncio diz ser cores mas veio com varias cores
positive,adoreiiii
positive,chegou antes do prazo final muito bom
negative,desde que começara a trabalhar com parceiros a entrega ficou ridícula
positive,tudo perfeito
positive,até estão estou amando meu capacete
neutral,xxxxx
positive,ótima compra chegou muito antes do prazo grata
positive,excelente loja gostei do produto muito bom entrega rápida
negative,o produto veio com defeito enviei email e nao obtive resposta
negative,nao posso avaliar pois ainda nao recebi
neutral,a entrega foi no prazo e a venda ocorreu muito bem a qualidade desse produto e que deixou a desejar
positive,muito bom e chegou antes do prazo
negative,considero um descaso não tem uma posição do andamento da entrega do produto não oferece opção para acompanhar ou rastrear a entrega gostaria de uma posição obrigada
positive,produto entregue bem antes do prazo e tudo em ordem
neutral,boa qualidade e confortável
positive,o produto é bom porém a sacola que acompanha é muito fraca e veio com o fecho rasgado
positive,parabéns
negative,não recebi foi descontado na fatura cartão quero saber como vai fica isso
negative,tem dias que estou esperando a mercadoria e nada de chegar
positive,eu recomendo pra meus melhores amigos obg
positive,tudo certo e rapido obrigado
positive,tudo de bom
positive,muito boa loja o produto veio rápido e em perfeito estado recomendado
positive,estão de parabéns vou indicar
positive,excelente loja ocorreu tudo certo e recebi o produto até antes do prazo recomendo
negative,produto não é bom
negative,foram pedidos não chegou aguardo
negative,comprei uma mesa com compartimentos um para o notebook e outro para o mouse e encaminharam uma mesa mais simples com apenas um compartimento estou aguardando o retorno para encaminharem o produto
negative,recebi apenas o jogo de lençol bege faltou o branco e consta no site como entregue
positive,entregou antes do prazo adorei
negative,péssimo
neutral,como faço para devolver o produto
positive,foi entregue antes do prazo e o produto é de ótima qualidade
negative,falta de respeito como cliente estou insatisfeita com o pó venda não consigo atendimento em nenhum doos canais de atendimento alias só há um canal fone só que por meio de atendimento eletronico
positive,fiquei satisfeita com o meu produto
positive,adorei o celular curtindo muito meu samsung a
negative,péssimo produto consta como entregue e não recebi o produto não existe um tel p falar com um atendente só um robô do outro lado da linha horas úteis p uma resposta é muita coisa
positive,o produto foi entregue antes do prazo nominal muito bom
positive,produto melhor que o esperado entrega super rápida à vários anos que sou cliente lannister com por isso recomendo sempre à todos os meus amigos e familiares
positive,entrega rápida produto em dia
positive,entregou antes do prazo muito bom satisfeito
positive,produto bom imaginava outro tecido mas veio exatamente o descrito
neutral,pensava que os anzóis eram maiores mas ta bom
negative,em um primeiro instante fiquei satisfeita pois o pedido chegou antes do prazo mais quando abri a caixa o pedido estava incompleto pedi dois jogos e só veio um gostaria de uma resposta do site
positive,foi uma experiência sem nenhum fato negativo
positive,ótimo prático e rápido tanto para compra quanto para o recebimento amei
negative,a entrega foi feita no prazo porem foi entregue somente um moedor de café e nao dois cono feito no pedido aguardo retorno
positive,entrega no prazo
positive,produto de qualidade entregue antes do prazo
negative,produto de boa qualidade entrega dentro do prazo
positive,produto de qualidade entregue no prazo e com bom preço
positive,entrega em apenas dois dias lannister sempre
positive,a capa serve tanto pra hd externo de tb como para câmera fotográfica encaixou legal
positive,ótimo produto e tempo de entrega apenas uma ressalva que o saco do correio estava com rasgo
positive,bom para esportistas aquaticos recomendo
positive,recebi o produto é de ótima qualidade só o cadeado que acompanha o produto que veio com defeito
positive,ficamos muito satisfeitos com o pedido visto que o mesmo foi entregue antes do prazo previsto e cumprindo todos os ítens acordados
positive,tudo otimo produto entrega e suprte maravilhoso da lannister com
positive,chegou antes do praço nada a reclamar
positive,bem a compra e entrega deste produto foi perfeita a targaryen enviou super rapido e bem embalado agradeço á atenção
neutral,recebi e o produto dentro do esperado
positive,muito bonito é pequeno e discreto e original com manual em todas as línguas vem funcionando bem não tem luz já sabia e tem alarme de hora em hora e na hora desejada enfim é tudo de bom
negative,além de receber o produto errado veio dentro da cx uma carta de uma outra cliente insatisfeita por tb ter recebido o produto errado cancelei minha compra depois desse ocorrido deu pver a credibilidade
positive,fiquei satisfeito com a entrega das lannister com
positive,super recomendo loja muito boa tive um problema com os correios o produto sofreu extravio no caminho entrei em contato com a loja informando que não recebi o produto e prontamente resolveram
positive,por enquanto o produto adquirido está funcionando muito bem recomendo essa loja
negative,faltou produtos na entrega tive de ligar na loja para reclamar
positive,a encomenda tem prazo para chegar até e não posso avaliar nada pois estão dentro do prazo
neutral,recebi apenas e comprei estou aguardando os restantes
positive,o produto chegou na metade do prazo em bom estado
positive,sempre vou comprar aqui pois é a melhor parabéns
positive,tudo veio perfeito produto certo tempo antes do previsto
positive,amei a cortina superou minhas expectativas muito linda excelente material
positive,sou cliente há muito tempo nunca tive problemas
positive,excelente produto recomendo comprar
negative,correios do rio fazendo trabalho ridículo
