sentimento,comentarios
negative,"['compr', 'roupinh', 'conform', 'fot', 'roupinh', 'pret', 'ballet', 'sai', 'cor', 'ros', 'sapatinh', 'mas', 'roupinh', 'receb', 'azul', 'camisetinh', 'calc', 'unicórni', 'nad', 'ver', 'fot']"
positive,"['hav', 'encomend', 'unidad', 'dest', 'produt', 'apen', 'cheg', 'mas', 'após', 'dias', 'cheg', 'outr', 'tud', 'cert', 'produt', 'maravilh', 'recom']"
negative,"['entreg', 'ocorr', 'ráp', 'entretant', 'produt', 'parec', 'fals', 'dur', 'h', 'máxim', 'loj', 'riachuel', 'pegu', 'produt', 'utiliz', 'dur', 'umas', 'hor', 'ama']"
positive,"['produt', 'pesso', 'aind', 'nã', 'test', 'esper', 'funcion', 'bem', 'fogã', 'induçã', 'propósit', 'obrig', 'tod', 'parceir', 'lannist']"
positive,"['gost', 'produt', 'cheg', 'dentr', 'praz']"
negative,"['dev', 'envi', 'produt', 'empres', 'diferent', 'correi', 'dev', 'empres', 'demor', 'entreg', 'nã', 'liber', 'produt', 'centr', 'distribuiçã']"
positive,"['produt', 'vei', 'perfeit', 'condiçõ', 'cheg', 'antes', 'praz', 'parabéns', 'atend']"
positive,"['excelent', 'vendedor', 'ráp', 'envi', 'produt', 'certez', 'far', 'compr', 'nest', 'vendedor']"
positive,"['cheg', 'antes', 'praz', 'tud', 'cert', 'defeit']"
positive,"['otim', 'material']"
negative,"['lament', 'acontec', 'difícil', 'compr', 'internet', 'send', 'compr', 'pag', 'debit', 'cartã', 'agor', 'nã', 'consig', 'usufru', 'produt', 'nã', 'notíc']"
positive,"['produt', 'entreg', 'antes', 'praz', 'tud', 'ok', 'loj', 'confiável']"
positive,"['produt', 'bom', 'ador']"
3,"['pequen', 'problem', 'entreg', 'mas', 'resolv', 'log', 'segu', 'cheg']"
positive,"['parabéns', 'seriedad', 'targaryen']"
negative,"['envi', 'produt', 'errad']"
positive,"['entreg', 'dentr', 'praz', 'produt', 'conform', 'anunc']"
3,"['receb', 'produt', 'dias', 'antes', 'praz', 'abri', 'caix', 'not', 'fios', 'vier', 'cor', 'pret', 'fiz', 'ped', 'cor', 'branc', 'vari', 'aram', 'lumin', 'tort', 'deix', 'desej', 'pra', 'mim']"
negative,"['ter', 'q', 'ir', 'retir', 'correi', 'péssim']"
positive,['exelent']
positive,"['produt', 'qualidad', 'entreg', 'ráp']"
3,"['vei', 'defeit', 'desfi']"
positive,"['capinh', 'fin', 'esper', 'mas', 'geral', 'fic', 'bonit', 'aparelh', 'aind', 'proteg', 'razoavel']"
3,"['nã', 'receb', 'produt', 'compr', 'vei', 'produt', 'parec']"
positive,"['loj', 'lannist', 'sempr', 'entreg', 'produt', 'corret', 'antes', 'praz']"
positive,"['amo', 'baratheon']"
positive,"['feliz', 'produt', 'escolh', 'mim', 'entreg', 'dentr', 'praz', 'produt', 'vei', 'perfeit', 'condiçõ', 'tud', 'lind', 'ador']"
positive,"['produt', 'qualidad']"
positive,"['pag', 'terc', 'entreg', 'quint']"
negative,"['indic', 'ache', 'pec', 'maior']"
positive,"['parabéns', 'rapidez']"
negative,"['loj', 'mesm', 'pq', 'entreg', 'item', 'falt', 'outr', 'itens', 'nem', 'informa', 'mmotiv', 'descas', 'client', 'péssim', 'imag', 'deix', 'desej']"
negative,"['produt', 'nã', 'vei', 'cor', 'escolh', 'fiqu', 'desepision', 'nã', 'sei', 'faz']"
3,"['primeir', 'vez', 'compr', 'vei', 'certinh', 'segund', 'perfum', 'agor', 'nã', 'cheg', 'fatur', 'cheg', 'valor', 'compr']"
positive,"['infeliz', 'compr', 'ocorr', 'époc', 'grev', 'caminhoneir', 'nã', 'entreg', 'praz', 'corret', 'mas', 'excelent', 'loj', 'volt', 'realiz', 'futur', 'compr']"
positive,"['feliz', 'compr', 'ame', 'relógi']"
positive,"['satisfeit', 'oprodut', 'praz', 'entreg']"
negative,"['cartuch', 'nã', 'funcion', 'impressor', 'hp']"
positive,"['gost', 'compromiss', 'pontual']"
positive,"['recom', 'tod', 'produt', 'boa', 'qualidad', 'cheg', 'antes', 'praz']"
positive,"['material', 'ótim', 'qualidad', 'cheg', 'antes', 'praz']"
3,"['produt', 'inferior', 'expect', 'parec', 'sintét', 'mas', 'prec', 'bom']"
positive,"['tud', 'primeir']"
negative,"['quart', 'quint', 'compr', 'nã', 'cheg', 'hav']"
negative,"['solicit', 'cancel', 'dest', 'produt', 'quer', 'receb', 'tarjet', 'devolu', 'devolu', 'envi', 'volt', 'correi', 'códig']"
positive,"['produt', 'entreg', 'conform', 'combin']"
negative,"['caix', 'relógi', 'compr', 'desintegr', 'mã', 'abri', 'la', 'envi', 'correi', 'hoj', 'loj', 'faz', 'troc']"
positive,"['agradec', 'compromet', 'produt', 'vei', 'ótim', 'estad', 'bem', 'embal']"
3,"['ache', 'fraquinh']"
negative,"['aguard', 'envi']"
positive,"['cheg', 'praz', 'aparent', 'ordem']"
positive,"['entreg', 'antes', 'praz', 'sup', 'ráp']"
positive,"['bom', 'entreg', 'antes', 'praz']"
negative,"['parec', 'bom', 'aind', 'nã', 'use']"
positive,"['entreg', 'ráp', 'produt', 'exat', 'descriçã', 'atend', 'client', 'alto', 'nível']"
positive,"['cap', 'not', 'acolcho', 'bonit', 'básic', 'val', 'prec']"
positive,"['produt', 'acord', 'valor', 'mas', 'nã', 'gost', 'embalag', 'pratic', 'nã', 'exist']"
positive,"['parabéns', 'produt', 'entreg', 'antes', 'praz']"
positive,"['produt', 'perfeit', 'estad']"
positive,"['receb', 'antes', 'praz', 'funcion', 'direitinh']"
positive,"['gost', 'cheg', 'antes', 'praz', 'sup', 'recom']"
negative,"['pagu', 'produt', 'vist', 'nã', 'receb', 'praz', 'estipul', 'nã', 'envi', 'nenhum', 'inform', 'apos', 'venciment', 'praz', 'entreg']"
positive,"['ótim', 'brinqued', 'crianc', 'maior', 'três', 'anos', 'filh', 'amou']"
positive,"['obrig', 'cheg', 'corret']"
positive,"['produt', 'otim', 'qualidad']"
negative,"['nã', 'nenhum', 'comunic', 'sobr', 'atras']"
positive,"['produt', 'acord', 'fot', 'descriçã', 'exat', 'quer', 'grat']"
positive,"['produt', 'origin', 'recom']"
positive,"['produt', 'entreg']"
negative,"['touc', 'cheg', 'fur', 'risc', 'falt', 'pouc', 'pra', 'rasg', 'instruçõ', 'uso', 'produt', 'diz', 'nã', 'pod', 'usad', 'rasg', 'send', 'assim', 'nã', 'pod', 'usar', 'produt', 'compr']"
positive,"['satisfeit', 'compr', 'recom']"
negative,"['ache', 'demor', 'entreg', 'tamanh', 'mercador']"
negative,"['prateleir', 'nã', 'receb']"
positive,"['cumpr', 'esper']"
negative,"['receb', 'produt', 'errad']"
positive,"['receb', 'produt', 'antes', 'praz', 'tud', 'ok', 'moment']"
positive,['ótim']
positive,"['receb', 'produt', 'antes', 'praz', 'cobertor', 'excelent', 'qualidad', 'satisfeit']"
negative,"['parec', 'vend', 'produt', 'indisponivel', 'loj']"
positive,"['pouc', 'confusã', 'hor', 'entreg', 'mas', 'tud', 'resolv']"
positive,"['atend', 'expect']"
positive,"['únic', 'ressalv', 'válvul', 'torneirinh', 'ache', 'baix', 'qualidad', 'siqueir', 'bem', 'interess']"
positive,"['quer', 'agradec', 'tod', 'atençã', 'produt', 'cheg', 'seman', 'antes', 'praz', 'entreg', 'recom', 'bom', 'bbs', 'fic', 'feliz', 'tbm']"
positive,"['luminár', 'cheg', 'dentr', 'praz', 'estipul', 'pouquinh', 'antes', 'bem', 'embal', 'dentr', 'especific', 'recom', 'produt', 'loj', 'certez']"
negative,"['péssim', 'entreg']"
positive,"['bonitinh', 'maci']"
negative,"['compr', 'elev', 'acent', 'forr', 'assent', 'brac', 'entreg', 'forr']"
positive,"['lind', 'cortin']"
positive,['esper']
positive,"['grand', 'bom']"
negative,"['entre', 'contat', 'vendedor', 'rpgrup', 'promet', 'substituiçã', 'praz', 'avali', 'lannist', 'termin', 'amanhã', 'registr', 'problem', 'ocorr', 'pendênc', 'soluçã']"
positive,"['produt', 'bom', 'exat', 'demonstr', 'sit']"
positive,"['bom', 'produt', 'funcion', 'legal']"
positive,"['produt', 'cheg', 'bem', 'antes', 'praz', 'estim', 'lancheir', 'lind', 'satisfeit', 'compr']"
positive,"['produt', 'entreg', 'ráp', 'jeit', 'escolh', 'bom', 'sit']"
negative,"['anunci', 'aparelh', 'original', 'tcl', 'receb', 'sky', 'funcion', 'mas', 'nã', 'anunci']"
positive,"['produt', 'entreg', 'antes', 'dat', 'previst', 'produt', 'corret', 'recom']"
positive,"['ache', 'desleix', 'maneir', 'produt', 'embal']"
3,"['produt', 'vier', 'conform', 'ped']"
negative,"['empres', 'nã', 'pontual', 'entreg']"
negative,"['cor', 'divergent', 'ped', 'azul', 'turques', 'vei', 'verd', 'produt', 'mal', 'feit', 'rústic', 'dem']"
negative,"['receb', 'cortin', 'rol', 'nao', 'receb', 'const', 'entreg']"
positive,"['produt', 'excelent', 'cheg', 'antes', 'praz']"
negative,"['escolh', 'tac', 'caveir', 'mexican', 'entregu', 'pôqu']"
positive,"['bom', 'produt']"
positive,"['ame', 'produt', 'qualidad', 'cheg', 'antes', 'praz', 'previst', 'recom', 'quis', 'super', 'expect']"
positive,"['produt', 'entreg', 'praz', 'mas', 'status', 'coloc', 'produt', 'sid', 'entreg', 'nã', 'sid', 'mas', 'grac', 'deus', 'deu', 'cert', 'entreg', 'praz', 'obrig']"
positive,"['client', 'stark', 'boa', 'loj']"
negative,"['anunci', 'diz', 'cor', 'mas', 'vei', 'var', 'cor']"
positive,['adoreiii']
positive,"['cheg', 'antes', 'praz', 'final', 'bom']"
negative,"['desd', 'comec', 'trabalh', 'parceir', 'entreg', 'fic', 'ridícul']"
positive,"['tud', 'perfeit']"
positive,"['amand', 'capacet']"
3,['xxxxx']
positive,"['ótim', 'compr', 'cheg', 'antes', 'praz', 'grat']"
positive,"['excelent', 'loj', 'gost', 'produt', 'bom', 'entreg', 'ráp']"
negative,"['produt', 'vei', 'defeit', 'envi', 'email', 'nao', 'obtiv', 'respost']"
negative,"['nao', 'poss', 'avali', 'pois', 'aind', 'nao', 'receb']"
3,"['entreg', 'praz', 'vend', 'ocorr', 'bem', 'qualidad', 'dess', 'produt', 'deix', 'desej']"
positive,"['bom', 'cheg', 'antes', 'praz']"
negative,"['consider', 'descas', 'nã', 'posiçã', 'andament', 'entreg', 'produt', 'nã', 'oferec', 'opçã', 'acompanh', 'rastr', 'entreg', 'gost', 'posiçã', 'obrig']"
positive,"['produt', 'entreg', 'bem', 'antes', 'praz', 'tud', 'ordem']"
3,"['boa', 'qualidad', 'confort']"
positive,"['produt', 'bom', 'porém', 'sacol', 'acompanh', 'frac', 'vei', 'fech', 'rasg']"
positive,['parabéns']
negative,"['nã', 'receb', 'descont', 'fatur', 'cartã', 'quer', 'sab', 'vai', 'fic']"
negative,"['dias', 'esper', 'mercador', 'nad', 'cheg']"
positive,"['recom', 'pra', 'melhor', 'amig', 'obg']"
positive,"['tud', 'cert', 'rap', 'obrig']"
positive,"['tud', 'bom']"
positive,"['boa', 'loj', 'produt', 'vei', 'ráp', 'perfeit', 'estad', 'recomend']"
positive,"['parabéns', 'vou', 'indic']"
positive,"['excelent', 'loj', 'ocorr', 'tud', 'cert', 'receb', 'produt', 'antes', 'praz', 'recom']"
negative,"['produt', 'nã', 'bom']"
negative,"['ped', 'nã', 'cheg', 'aguard']"
negative,"['compr', 'mes', 'compart', 'notebook', 'outr', 'mous', 'encaminh', 'mes', 'simpl', 'apen', 'compart', 'aguard', 'retorn', 'encaminh', 'produt']"
negative,"['receb', 'apen', 'jog', 'lençol', 'beg', 'falt', 'branc', 'const', 'sit', 'entreg']"
positive,"['entreg', 'antes', 'praz', 'ador']"
negative,['péssim']
3,"['fac', 'devolv', 'produt']"
positive,"['entreg', 'antes', 'praz', 'produt', 'ótim', 'qualidad']"
negative,"['falt', 'respeit', 'client', 'insatisfeit', 'pó', 'vend', 'nã', 'consig', 'atend', 'nenhum', 'doos', 'can', 'atend', 'ali', 'canal', 'fon', 'mei', 'atend', 'eletron']"
positive,"['fiqu', 'satisfeit', 'produt']"
positive,"['ador', 'celul', 'curt', 'samsung']"
negative,"['péssim', 'produt', 'const', 'entreg', 'nã', 'receb', 'produt', 'nã', 'exist', 'tel', 'p', 'fal', 'atendent', 'robô', 'outr', 'lad', 'linh', 'hor', 'úte', 'p', 'respost', 'muit', 'cois']"
positive,"['produt', 'entreg', 'antes', 'praz', 'nominal', 'bom']"
positive,"['produt', 'melhor', 'esper', 'entreg', 'sup', 'ráp', 'vári', 'anos', 'client', 'lannist', 'recom', 'sempr', 'tod', 'amig', 'famili']"
positive,"['entreg', 'ráp', 'produt', 'dia']"
positive,"['entreg', 'antes', 'praz', 'bom', 'satisfeit']"
positive,"['produt', 'bom', 'imagin', 'outr', 'tec', 'mas', 'vei', 'exat', 'descrit']"
3,"['pens', 'anzó', 'maior', 'mas', 'ta', 'bom']"
negative,"['primeir', 'instant', 'fiqu', 'satisfeit', 'pois', 'ped', 'cheg', 'antes', 'praz', 'abri', 'caix', 'ped', 'incomplet', 'ped', 'dois', 'jog', 'vei', 'gost', 'respost', 'sit']"
positive,"['experient', 'nenhum', 'fat', 'negat']"
positive,"['ótim', 'prátic', 'ráp', 'tant', 'compr', 'quant', 'receb', 'ame']"
negative,"['entreg', 'feit', 'praz', 'por', 'entreg', 'soment', 'moedor', 'caf', 'nao', 'dois', 'con', 'feit', 'ped', 'aguard', 'retorn']"
positive,"['entreg', 'praz']"
positive,"['produt', 'qualidad', 'entreg', 'antes', 'praz']"
negative,"['produt', 'boa', 'qualidad', 'entreg', 'dentr', 'praz']"
positive,"['produt', 'qualidad', 'entreg', 'praz', 'bom', 'prec']"
positive,"['entreg', 'apen', 'dois', 'dias', 'lannist', 'sempr']"
positive,"['cap', 'serv', 'tant', 'pra', 'hd', 'extern', 'tb', 'câm', 'fotográf', 'encaix', 'legal']"
positive,"['ótim', 'produt', 'temp', 'entreg', 'apen', 'ressalv', 'sac', 'correi', 'rasg']"
positive,"['bom', 'esport', 'aquat', 'recom']"
positive,"['receb', 'produt', 'ótim', 'qualidad', 'cad', 'acompanh', 'produt', 'vei', 'defeit']"
positive,"['fic', 'satisfeit', 'ped', 'vist', 'entreg', 'antes', 'praz', 'previst', 'cumpr', 'tod', 'ítens', 'acord']"
positive,"['tud', 'otim', 'produt', 'entreg', 'suprt', 'maravilh', 'lannist']"
positive,"['cheg', 'antes', 'prac', 'nad', 'reclam']"
positive,"['bem', 'compr', 'entreg', 'dest', 'produt', 'perfeit', 'targaryen', 'envi', 'sup', 'rap', 'bem', 'embal', 'agradec', 'á', 'atençã']"
3,"['receb', 'produt', 'dentr', 'esper']"
positive,"['bonit', 'pequen', 'discret', 'original', 'manual', 'tod', 'língu', 'vem', 'funcion', 'bem', 'nã', 'luz', 'sab', 'alarm', 'hor', 'hor', 'hor', 'desej', 'enfim', 'tud', 'bom']"
negative,"['além', 'receb', 'produt', 'errad', 'vei', 'dentr', 'cx', 'cart', 'outr', 'client', 'insatisfeit', 'tb', 'ter', 'receb', 'produt', 'errad', 'cancel', 'compr', 'dess', 'ocorr', 'deu', 'pver', 'credibil']"
positive,"['fiqu', 'satisfeit', 'entreg', 'lannist']"
positive,"['sup', 'recom', 'loj', 'boa', 'problem', 'correi', 'produt', 'sofr', 'extravi', 'caminh', 'entre', 'contat', 'loj', 'inform', 'nã', 'receb', 'produt', 'pront', 'resolv']"
positive,"['enquant', 'produt', 'adquir', 'funcion', 'bem', 'recom', 'loj']"
negative,"['falt', 'produt', 'entreg', 'lig', 'loj', 'reclam']"
positive,"['encomend', 'praz', 'cheg', 'nã', 'poss', 'avali', 'nad', 'pois', 'dentr', 'praz']"
3,"['receb', 'apen', 'compr', 'aguard', 'restant']"
positive,"['produt', 'cheg', 'metad', 'praz', 'bom', 'estad']"
positive,"['sempr', 'vou', 'compr', 'aqu', 'pois', 'melhor', 'parabéns']"
positive,"['tud', 'vei', 'perfeit', 'produt', 'cert', 'temp', 'antes', 'previst']"
positive,"['ame', 'cortin', 'super', 'expect', 'lind', 'excelent', 'material']"
positive,"['client', 'temp', 'nunc', 'problem']"
positive,"['excelent', 'produt', 'recom', 'compr']"
negative,"['correi', 'rio', 'faz', 'trabalh', 'ridícul']"
positive,"['reloji', 'lind', 'gost', 'agor', 'precis', 'qualidad', 'material', 'vendedor', 'recom']"
positive,"['receb', 'produt', 'bem', 'embal', 'praz', 'obrig']"
3,"['produt', 'cheg', 'avari', 'qualidad', 'nã', 'condiz', 'anunci']"
positive,"['cheg', 'bem', 'antes', 'praz', 'inform']"
positive,"['confianc', 'segur', 'compr', 'produt', 'entregu', 'antes', 'praz', 'sempr', 'bem', 'embal']"
positive,"['bom', 'vendedor']"
positive,"['ótim', 'loj', 'entreg', 'praz']"
positive,"['vendedor', 'séri', 'eficient', 'envi', 'rapid', 'produt', 'tud', 'cert', 'produt', 'test', 'aprov', 'bom', 'recom', 'tod', 'interess']"
negative,"['produt', 'vei', 'errad', 'ped', 'ades', 'borbolet', 'ros', 'cheg', 'ades', 'borbolet', 'verd', 'nã', 'avis', 'mud', 'ped', 'consumidor', 'ache', 'desrespeit', 'pois', 'escolh', 'outr', 'cor']"
negative,"['aguard', 'retorn', 'resolv', 'assunt', 'minimiz', 'transtorn']"
negative,"['picaretag', 'anunci', 'engan', 'lev', 'procon', 'descrit', 'cha', 'verd', 'natural', 'pur', 'anunci', 'diz', 'conserv', 'corant', 'mas', 'qdo', 'receb', 'sabor', 'ment', 'cont', 'conserv']"
positive,"['falt', 'ter', 'fret', 'cont']"
positive,"['satisfeit', 'sempr', 'compr', 'nunc', 'problem', 'entreg', 'sempr', 'antes', 'praz']"
negative,"['ped', 'vei', 'incomplet', 'envelop', 'receb', 'correi', 'hav', 'apen', 'calcul', 'mas', 'not', 'inform', 'duas', 'unidad']"
positive,"['aind', 'aguard', 'produt']"
positive,"['compr', 'achand', 'material', 'simpl', 'mas', 'bem', 'melhor', 'esper', 'val', 'pen']"
negative,"['produt', 'aind', 'nã', 'entreg']"
negative,"['péssim', 'entre', 'divers', 'vez', 'contat', 'telefon', 'nã', 'atend', 'deslig', 'car', 'pass', 'praz', 'estim', 'hoj', 'nã', 'receb', 'produt', 'nunc', 'compr', 'nad', 'lannist']"
negative,"['produt', 'péssim', 'qualidad', 'vei', 'falt', 'parafus', 'aind', 'nã', 'encaix', 'vas', 'nã', 'recom', 'vai', 'jog', 'dinheir']"
positive,"['entreg', 'ocorr', 'problem', 'produt', 'funcion', 'perfeit']"
negative,"['retir', 'correi', 'send', 'pagu', 'fret', 'segund', 'encomend', 'retir', 'correi', 'cancel', 'cont']"
positive,"['excelent', 'produt', 'vei', 'antes', 'praz', 'amei', 'jeit', 'imagin']"
positive,"['servic', 'bom', 'abrac']"
positive,"['compr', 'fácil', 'segur', 'ráp']"
3,"['relógi', 'touch', 'screen', 'ruim', 'mex', 'mud', 'hor', 'tod', 'moment', 'tds', 'dem', 'bem']"
positive,"['atend', 'exigent']"
positive,"['diferenc', 'praz', 'entreg']"
positive,"['cheg', 'men', 'dias', 'espos', 'ador', 'perfeit']"
positive,"['ame', 'maci']"
negative,"['boa', 'noit', 'receb', 'ontem', 'produt', 'infeliz', 'nã', 'funcion', 'nã', 'carreg', 'bat', 'celul', 'lg', 'tent', 'acess', 'canal', 'reclam', 'lannist', 'mas', 'nã', 'consegu', 'fiz', 'mau', 'negóc']"
negative,"['nao', 'receb', 'produt', 'lojist', 'nao', 'preocup', 'dar', 'minim', 'satisfaça', 'client']"
negative,"['nã', 'funcion', 'solicit', 'devolu', 'aguard', 'pagu', 'frent', 'empres', 'mand', 'correi', 'normal', 'entreg', 'ng', 'receb', 'result', 'cachorr', 'receb', 'encomend']"
positive,"['produt', 'boa', 'qualidad', 'vei', 'embal', 'muit', 'proteçã', 'entreg', 'ráp', 'control', 'funcion', 'perfeit']"
positive,"['produt', 'qualidad', 'tamanh', 'ideal']"
positive,"['produt', 'cheg', 'antes', 'praz', 'bom', 'mas', 'reclam', 'faz', 'embalag', 'produt', 'lat', 'vei', 'amass', 'nã', 'apresent', 'nenhum', 'avar', 'produt', 'apen', 'embalag', 'lat']"
negative,"['receb', 'produt', 'quebr', 'aguard', 'retorn', 'lannist']"
negative,"['embalag', 'abert', 'demor', 'mês', 'pra', 'receb', 'mercador', 'nã', 'compr', 'ness', 'loj', 'lannist', 'favor', 'post', 'comentári', 'negat', 'pois', 'recom', 'loj', 'post', 'contrári', 'nã']"
negative,"['atras', 'entreg']"
positive,"['praz', 'bom']"
positive,"['nad', 'declar']"
negative,"['péssim', 'loj']"
positive,"['produt', 'correspond', 'anúnci', 'aprov']"
negative,"['mercador', 'nã', 'vei', 'condiçõ', 'uso', 'fio', 'feit', 'dort', 'qualidad', 'ruim']"
positive,"['dentr', 'praz']"
positive,"['demor', 'entreg', 'caus', 'correi', 'mas', 'produt', 'ótim', 'qualidad', 'sup', 'recom']"
positive,"['empres', 'idôn', 'sempr', 'cumpr', 'promet']"
negative,"['compr', 'dois', 'pneus', 'dianteir', 'traseir', 'mas', 'so', 'receb', 'traseir']"
negative,"['ultim', 'experienc', 'compr', 'lannist', 'sid', 'terrív', 'vez', 'compr', 'parceir', 'nã', 'receb', 'corret', 'mercador', 'port', 'chav', 'polaroid', 'nâo', 'vei']"
positive,"['ame', 'produt']"
negative,"['nã', 'receb', 'produt', 'aind']"
positive,"['produt', 'bom', 'entreg', 'ráp']"
positive,"['maravilh', 'acab', 'adquir', 'espac', 'armári']"
positive,"['vei', 'praz', 'cub', 'vei', 'lubrific', 'ajust']"
positive,"['gost', 'compromiss', 'loj', 'produt', 'bem', 'imagin', 'tud', 'sert', 'recom']"
negative,"['produt', 'diferent', 'mostr', 'material', 'fraquinh', 'pan', 'fin', 'nã', 'gost']"
positive,"['produt', 'entreg', 'material', 'dentr', 'esper']"
positive,"['entreg', 'meg', 'ráp', 'fiqu', 'satisfeit']"
positive,"['bom', 'confianc', 'produt', 'cheg', 'perfeit', 'nenhum', 'defeit', 'med', 'cert', 'cheg', 'seman', 'antes', 'praz', 'sup', 'recom']"
positive,"['facil', 'compr', 'sit', 'entreg', 'ráp', 'produt', 'atend', 'espect', 'recom']"
positive,"['produt', 'vei', 'indíci', 'uso', 'falt', 'cab', 'rca', 'adapt', 'fixaçã', 'choqu', 'broc', 'fur', 'choqu']"
positive,"['cheg', 'temp', 'cert', 'produt', 'bem', 'embal', 'sup', 'recom']"
negative,"['compr', 'dia', 'praz', 'entreg', 'moment', 'compr', 'dias', 'agor', 'nã', 'cheg']"
negative,"['ped', 'cheg', 'falt', 'produt']"
positive,"['vei', 'lind', 'fot', 'cheg', 'dias', 'antes', 'praz', 'ame', 'sup', 'indic']"
positive,"['colch', 'bonit', 'destac', 'bem', 'cam']"
positive,"['gost', 'porém', 'nã', 'estar', 'aínd']"
positive,"['únic', 'pont', 'negat', 'correi', 'nã', 'entreg', 'encom', 'resident', 'ir', 'busc', 'correi', 'oner', 'aind', 'client', 'servic', 'pag']"
3,"['entreg', 'dentr', 'praz', 'material', 'qualidad', 'bonit', 'por', 'cheg', 'rasg']"
positive,"['super', 'expect', 'ótim', 'qualidad', 'modern', 'eleg', 'além', 'carreg', 'notebook', 'poss', 'coloc', 'livr', 'cadern', 'temp', 'procur', 'past', 'val', 'pen', 'sup', 'recom']"
